,Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
952,IND2,566,USACE - Galveston,"Leather Goods Mfg, structure",0,0,0,0,0,7,12,16,20,23,26,27,29,30,25,30,31,33,35,36,38,40,41,43,45,47,49,51,53,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
953,IND2,407,USACE - Galveston,"Commercial Printing, contents (Inventory)",0,0,0,0,0,10,35,50,70,73,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
954,IND2,568,USACE - Galveston,"Locker Bldg, structure",0,0,0,0,0,25,25,25,25,30,30,30,30,30,35,35,35,35,35,35,40,40,40,40,40,40,40,40,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
955,IND2,574,USACE - Wilmington,"Newspaper, structure",0,0,0,0,2,7,12,19,25,30,36,41,46,51,56,61,66,71,76,81,86,91,96,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
956,IND2,406,USACE - Galveston,"Commercial Printing, contents (Equipment)",0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
957,IND2,388,USACE - Galveston,"Electronic Equip Mfg, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
958,IND2,573,USACE - Galveston,"Commercial Printing, structure",0,0,0,0,0,20,23,26,29,32,35,39,42,45,47,50,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
959,IND2,390,USACE - Galveston,"Frame Shop, contents (Inventory)",0,0,0,0,0,16,45,80,88,93,95,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
960,IND2,387,USACE - Galveston,"Control Bldg, contents (Equipment)",0,0,0,0,0,0,0,25,50,75,75,85,85,90,90,90,95,95,95,95,95,95,95,95,95,95,95,95,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
961,IND2,389,USACE - Galveston,"Electronic Equip Mfg, contents (Inventory)",0,0,0,0,0,25,40,55,70,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
962,IND3,412,USACE - Galveston,"Chemical Plant Bonding, contents (Inventory)",0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
963,IND3,93,USACE - Galveston,"Average Food/Drugs/Chemicals, Inventory",0,0,0,0,4,24,57,66,74,79,81,82,83,86,87,89,91,92,92,94,95,96,96,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
964,IND3,410,USACE - Galveston,"Chemical Plant, contents (Inventory)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
965,IND3,411,USACE - Galveston,"Chemical Plant Bonding, contents (Equipment)",0,0,0,0,0,0,0,38,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
966,IND3,101,USACE - Galveston,"Detergent Manuf. Facil., Inventory",0,0,0,0,0,25,40,55,70,85,90,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
967,IND3,413,USACE - Galveston,"Chemical refinery, contents (Equipment)",0,0,0,0,0,4,45,60,75,90,93,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
968,IND3,584,USACE - Galveston,"Oil Storage Tanks, structure",0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
969,IND3,94,USACE - Galveston,"Chemical Plant, Inventory",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
970,IND3,95,USACE - Galveston,"Chemical Plant Bonding, Inventory",0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
971,IND3,408,USACE - Galveston,"Average Food/Drugs/Chemicals, Contents",0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
972,IND3,409,USACE - Galveston,"Chemical Plant, contents (Equipment)",0,0,0,0,0,38,44,52,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
973,IND3,99,USACE - Galveston,"Food Processor, Inventory",0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
974,IND3,100,USACE - Galveston,"Chemical Laboratory, Inventory",0,0,0,0,0,43,60,60,60,60,70,70,80,80,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
975,IND3,575,USACE - Galveston,"Average Food/Drug/Chem, Structure",0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
976,IND3,576,USACE - Galveston,"Chemical Plant, structure",0,0,0,0,0,15,15,17,20,25,30,35,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
977,IND3,102,USACE - Galveston,"Meat Packing, Inventory",0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
978,IND3,414,USACE - Galveston,"Chemical refinery, contents (Inventory)",0,0,0,0,0,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
979,IND3,415,USACE - Galveston,"Deodorizer Bldg-Chemical, contents (Equipment)",0,0,0,0,0,10,15,20,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
980,IND3,416,USACE - Galveston,"Deodorizer Bldg-Chem, contents (Inventory)",0,0,0,0,0,25,50,75,75,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
981,IND3,417,USACE - Galveston,"Feed Mill, contents (Equipment)",0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
982,IND3,585,USACE - Galveston,"Plastic Mfg, structure",0,0,0,0,0,12,18,23,24,27,28,29,30,30,30,35,37,39,40,42,44,46,48,49,51,53,55,57,59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
983,IND3,431,USACE - Galveston,"Caustic Materials Refinery, contents (Equipment)",0,0,0,0,0,38,50,75,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
984,IND3,432,USACE - Galveston,"Caustic Materials Refinery, contents (Inventory)",0,0,0,0,0,0,0,10,20,30,30,40,40,50,50,60,60,70,70,80,80,90,90,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
985,IND3,96,USACE - Galveston,"Chemical refinery, Inventory",0,0,0,0,0,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
986,IND3,97,USACE - Galveston,"Deodorizer Bldg, Inventory",0,0,0,0,0,25,50,75,75,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
987,IND3,98,USACE - Galveston,"Feed Mill, Inventory",0,0,0,0,0,0,0,0,20,22,24,26,28,30,30,30,30,30,30,50,55,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
988,IND3,423,USACE - Galveston,"Detergent Manuf. Facility, contents (Equipment)",0,0,0,0,0,16,21,24,25,26,28,31,36,42,50,71,84,86,86,86,86,86,86,86,86,86,86,86,86,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
989,IND3,424,USACE - Galveston,"Detergent Manuf. Facility, contents (Inventory)",0,0,0,0,0,25,40,55,70,85,90,90,90,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
990,IND3,425,USACE - Galveston,"Meat Packing, contents (Equipment)",0,0,0,0,0,30,30,30,70,75,85,90,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
991,IND3,103,USACE - Galveston,"Detergent Mixer Bldg, Inventory",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
992,IND3,104,USACE - Galveston,"Plastic Mfg, Inventory",0,0,0,0,0,17,30,40,47,55,62,67,72,77,80,92,99,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
993,IND3,105,USACE - Galveston,"Caustic Material Refinery, Inventory",0,0,0,0,0,0,0,10,20,30,30,40,40,50,50,60,60,70,70,80,80,90,90,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
994,IND3,582,USACE - Galveston,"Detergent Manuf. Facility, structure",0,0,0,0,0,1,1,3,5,8,12,16,21,26,32,38,45,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
995,IND3,418,USACE - Galveston,"Feed Mill, contents (Inventory)",0,0,0,0,0,0,0,0,20,22,24,26,28,30,30,30,30,30,30,50,55,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
996,IND3,419,USACE - Galveston,"Food Processor, contents (Equipment)",0,0,0,0,0,20,27,33,40,50,60,70,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
997,IND3,420,USACE - Galveston,"Food Processor, contents (Inventory)",0,0,0,0,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
998,IND3,579,USACE - Galveston,"Feed Mill, structure",0,0,0,0,0,0,0,0,20,23,27,30,33,37,40,43,47,50,53,57,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
999,IND3,421,USACE - Galveston,"Chemical Laboratory, contents (Equipment)",0,0,0,0,0,25,25,50,50,60,70,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1000,IND3,422,USACE - Galveston,"Chemical Laboratory, contents (Inventory)",0,0,0,0,0,43,60,60,60,60,70,70,80,80,90,90,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1001,IND3,578,USACE - Galveston,"Chemical refinery, structure",0,0,0,0,0,9,9,9,9,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1002,IND3,429,USACE - Galveston,"Plastic Mfg, contents (Equipment)",0,0,0,0,0,17,30,40,50,60,70,80,90,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1003,IND3,580,USACE - Galveston,"Food Processor, structure",0,0,0,0,0,6,6,6,6,10,14,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1004,IND3,577,USACE - Galveston,"Chemical Plant Bonding, structure",0,0,0,0,0,65,65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1005,IND3,430,USACE - Galveston,"Plastic Mfg, contents (Inventory)",0,0,0,0,0,17,30,40,47,55,62,67,72,77,80,92,99,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1006,IND3,427,USACE - Galveston,"Detergent Mixer Bldg, contents (Equipment)",0,0,0,0,0,0,10,20,25,25,25,25,25,35,35,45,45,55,55,55,55,55,55,55,55,55,55,55,55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1007,IND3,428,USACE - Galveston,"Detergent Mixer Bldg, contents (Inventory)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1008,IND3,583,USACE - Galveston,"Meat Packing, structure",0,0,0,0,0,20,23,26,29,32,35,38,41,44,47,50,55,56,57,58,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1009,IND3,581,USACE - Galveston,"Chemical Laboratory, structure",0,0,0,0,1,1,3,5,8,12,16,21,26,32,38,45,45,45,45,45,45,45,45,45,45,45,45,45,45,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1010,IND3,426,USACE - Galveston,"Meat Packing, contents (Inventory)",0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1011,IND4,588,USACE - Galveston,"Refinery-Lead, structure",0,0,0,0,0,2,10,15,20,32,39,43,44,45,51,58,62,65,65,65,65,65,65,65,65,65,65,65,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1012,IND4,440,USACE - Galveston,"Sheet Metal, contents (Equipment)",0,0,0,0,0,0,17,24,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1013,IND4,439,USACE - Galveston,"Sand & Gravel, contents (Inventory)",0,0,0,0,0,1,3,6,10,13,16,19,24,27,30,45,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1014,IND4,441,USACE - Galveston,"Sheet Metal, contents (Inventory)",0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1015,IND4,587,USACE - Galveston,"Foundry, structure",0,0,0,0,0,5,10,20,30,30,50,70,70,70,75,75,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1016,IND4,589,USACE - Galveston,"Sand & Gravel, structure",0,0,0,0,0,2,4,6,8,10,11,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1017,IND4,590,USACE - Galveston,"Sheet Metal, structure",0,0,0,0,0,30,30,30,30,33,36,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1018,IND4,110,USACE - Galveston,"Sheet Metal, Inventory",0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
1019,IND4,437,USACE - Galveston,"Lead Refinery, contents (Inventory)",0,0,0,0,0,16,21,30,40,45,50,60,75,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1020,IND4,109,USACE - Galveston,"Sand & Gravel, Inventory",0,0,0,0,0,1,3,6,10,13,16,19,24,27,30,45,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
1021,IND4,438,USACE - Galveston,"Sand & Gravel, contents (Equipment)",0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,10,15,15,15,15,15,15,15,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1022,IND4,436,USACE - Galveston,"Lead Refinery, contents (Equipment)",0,0,0,0,0,10,20,30,40,50,60,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1023,IND4,108,USACE - Galveston,"Lead Refinery, Inventory",0,0,0,0,0,16,21,30,40,45,50,60,75,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
1024,IND4,106,USACE - Galveston,"Average Metals/Minerals Processing, Inventory",0,0,0,0,28,33,36,39,43,47,50,57,62,66,68,71,75,75,75,75,75,75,75,75,75,75,75,75,75,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
1025,IND4,433,USACE - Galveston,"Average Metals/Minerals Processing, Contents",0,0,0,0,15,20,26,31,37,40,44,48,53,56,57,60,62,63,63,63,64,65,65,65,65,65,65,65,65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1026,IND4,434,USACE - Galveston,"Foundry, contents (Equipment)",0,0,0,0,10,17,24,29,34,38,43,45,50,58,62,67,70,75,78,82,82,82,82,82,82,82,82,82,82,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1027,IND4,435,USACE - Galveston,"Foundry, contents (Inventory)",0,0,0,0,11,16,19,21,23,28,35,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1028,IND4,107,USACE - Galveston,"Foundry, Inventory",0,0,0,0,11,16,19,21,23,28,35,47,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
1029,IND4,586,USACE - Galveston,"Average Metals/Minerals processing, structure",0,0,0,0,0,10,14,18,22,26,34,41,42,42,45,47,49,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1030,IND5,442,USACE - Galveston,"Average High Technology, contents (Equipment/Inventory)",0,0,0,0,2,20,41,51,62,67,71,73,76,78,79,82,83,84,86,87,87,88,88,88,88,88,88,88,88,IND3 default,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1031,IND5,111,USACE - Galveston,"Average High Technology, Inventory",0,0,0,0,4,24,57,66,74,79,81,82,83,86,87,89,91,92,92,94,95,96,96,97,97,97,97,97,97,IND3 default,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,IND,Inv
1032,IND5,591,USACE - Galveston,"Average High Technology, structure",0,0,0,0,0,13,14,19,22,25,28,30,33,34,36,39,40,42,42,43,43,44,44,44,44,44,45,45,45,IND3 Default,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1033,IND6,454,USACE - New Orleans,"Carpeting Service, contents, salt water, long duration",0,0,0,0,0,53,70,80,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1034,IND6,595,USACE - Galveston,"Contractor Roofing, structure",0,0,0,0,0,14,21,25,27,28,30,30,30,30,30,32,34,35,36,37,38,39,40,41,42,43,44,45,46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1035,IND6,596,USACE - Galveston,"Contractor-Electric, structure",0,0,0,0,0,0,20,25,30,35,40,45,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1036,IND6,444,USACE - Galveston,"Carpet Tile Flooring, contents (Equipment)",0,0,0,0,0,25,42,54,65,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1037,IND6,597,USACE - Galveston,"Pier Drilling Co, structure",0,0,0,0,0,35,35,35,35,41,47,53,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1038,IND6,594,USACE - Galveston,"Construction Co, structure",0,0,0,0,0,0,20,30,40,50,60,70,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,IND,Bldg
1039,IND6,443,USACE - Galveston,"Average Construction, contents (Equipment/Inventory)",0,0,0,0,0,20,35,47,56,59,66,69,71,72,78,79,80,80,81,81,81,82,82,82,83,83,83,83,83,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
1040,IND6,452,USACE - Galveston,"Sandblasting Co, contents (Equipment)",0,0,0,0,0,15,45,68,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,IND,Cont
