,Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
293,COM1,258,USACE - Galveston,"Used Appliances/Cloth, structure",0,0,0,0,0,10,12,14,16,18,20,23,26,30,40,45,55,55,55,55,55,55,55,55,55,55,55,55,55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
294,COM1,259,USACE - Galveston,"Used Furniture, structure",0,0,0,0,0,0,20,24,28,32,36,40,44,48,50,50,55,55,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
295,COM1,300,USACE - New Orleans,"Department Store, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
296,COM1,301,USACE - New Orleans,"Furniture Store, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
297,COM1,302,USACE - New Orleans,"Furniture Store, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
298,COM1,303,USACE - New Orleans,"Furniture Store, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
299,COM1,304,USACE - New Orleans,"Furniture Store, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
300,COM1,305,USACE - New Orleans,"Furniture Store, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
301,COM1,306,USACE - New Orleans,"Gas Station, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
302,COM1,155,USACE - Galveston,"Tractor Sales, contents (Inventory)",0,0,0,0,0,6,17,29,44,59,70,77,81,84,88,92,95,99,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
303,COM1,156,USACE - Galveston,"Trailer Sales, contents (Inventory)",0,0,0,0,0,18,37,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
304,COM1,269,USACE - Wilmington,"Furniture, structure",0,0,0,0,15,25,34,40,44,47,50,52,55,59,62,65,68,71,74,77,80,83,86,89,92,95,98,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
305,COM1,270,USACE - Wilmington,"Hardware, structure",0,0,0,0,4,10,19,25,29,33,37,42,47,51,55,59,64,68,72,76,80,84,88,92,96,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
306,COM1,271,USACE - Wilmington,"Liquor, structure",0,0,0,0,8,13,17,21,25,29,35,40,46,51,56,60,65,70,74,78,82,86,90,94,98,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
307,COM1,272,USACE - Wilmington,"Drive thru market, structure",0,0,0,0,2,14,26,38,50,60,71,83,91,95,97,98,98,99,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
308,COM1,273,USACE - Wilmington,"Supermarket, structure",0,0,0,0,6,19,35,48,56,64,72,80,86,90,90,91,92,93,94,95,96,97,98,99,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
309,COM1,274,USACE - Wilmington,"Service Station, structure",0,0,0,0,7,13,21,28,33,37,42,47,52,57,61,66,71,75,80,84,88,92,96,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
310,COM1,275,USACE - Wilmington,"Variety Store, structure",0,0,0,0,5,11,18,24,30,35,39,43,48,53,57,57,66,70,75,79,83,87,91,95,99,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
311,COM1,276,USACE - New Orleans,"Bakery, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
312,COM1,277,USACE - New Orleans,"Bakery, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
313,COM1,278,USACE - New Orleans,"Bakery, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
314,COM1,279,USACE - New Orleans,"Bakery, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
315,COM1,280,USACE - New Orleans,"Bakery, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
316,COM1,281,USACE - New Orleans,"Candy Store, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
317,COM1,282,USACE - New Orleans,"Candy Store, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
318,COM1,283,USACE - New Orleans,"Candy Store, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
319,COM1,284,USACE - New Orleans,"Candy Store, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
320,COM1,285,USACE - New Orleans,"Candy Store, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
321,COM1,286,USACE - New Orleans,"Clothing Store, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
322,COM1,287,USACE - New Orleans,"Clothing Store, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
323,COM1,288,USACE - New Orleans,"Clothing Store, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
324,COM1,289,USACE - New Orleans,"Clothing Store, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
325,COM1,290,USACE - New Orleans,"Clothing Store, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
326,COM1,291,USACE - New Orleans,"Convenience Store, structure, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
327,COM1,292,USACE - New Orleans,"Convenience Store, structure, salt water, short duration",0,0,0,0,0,30,87,95,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
328,COM1,293,USACE - New Orleans,"Convenience Store, structure, fresh water, long duration",0,0,0,0,0,92,92,94,95,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
329,COM1,294,USACE - New Orleans,"Convenience Store, structure, fresh water, short duration",0,0,0,0,0,27,79,87,90,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
330,COM1,295,USACE - New Orleans,"Convenience Store, structure, composite water & duration",0,0,0,0,0,39,54,66,79,92,97,98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
331,COM1,296,USACE - New Orleans,"Department Store, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
332,COM1,297,USACE - New Orleans,"Department Store, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
333,COM1,298,USACE - New Orleans,"Department Store, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
334,COM1,299,USACE - New Orleans,"Department Store, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgStructDmgFn,COM,Bldg
335,COM1,148,USACE - Galveston,"Remnant Shop, contents (Inventory)",0,0,0,0,0,0,20,40,60,80,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
336,COM1,149,USACE - Galveston,"Service Station, contents (Equipment)",0,0,0,0,0,6,39,59,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
337,COM1,150,USACE - Galveston,"Service Station, contents (Inventory)",0,0,0,0,0,25,42,62,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
338,COM1,151,USACE - Galveston,"Shoe Repair, contents (Equipment)",0,0,0,0,0,10,20,28,38,41,44,47,47,47,47,47,50,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
339,COM1,152,USACE - Galveston,"Shoe Repair, contents (Inventory)",0,0,0,0,0,10,23,35,48,60,74,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
340,COM1,153,USACE - Galveston,"Toy Store, contents (Inventory)",0,0,0,0,10,20,40,70,85,90,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
341,COM1,154,USACE - Galveston,"Tractor Sales, contents (Equipment)",0,0,0,0,0,2,4,18,28,36,44,48,52,56,60,65,70,74,79,84,88,93,97,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
342,COM1,30,USACE - Galveston,"Trailer Sales, Inventory",0,0,0,0,0,18,37,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
343,COM1,31,USACE - Galveston,"Trophy Shop, Inventory",0,0,0,0,0,1,5,12,31,66,82,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
344,COM1,157,USACE - Galveston,"Trophy Shop, contents (Equipment)",0,0,0,0,0,23,35,38,56,60,60,60,60,60,61,62,64,66,68,71,76,84,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
345,COM1,158,USACE - Galveston,"Trophy Shop, contents (Inventory)",0,0,0,0,0,1,5,12,31,66,82,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
346,COM1,159,USACE - Galveston,"Upholstery Shop, contents (Equipment)",0,0,0,0,0,10,10,10,10,10,30,35,40,45,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
347,COM1,160,USACE - Galveston,"Upholstery Shop, contents (Inventory)",0,0,0,0,0,25,30,40,45,50,53,56,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
348,COM1,161,USACE - Galveston,"Used Appliances/Cloth, contents (Equipment)",0,0,0,0,0,20,40,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
349,COM1,162,USACE - Galveston,"Used Appliances/Cloth, contents (Inventory)",0,0,0,0,0,25,35,40,50,60,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
350,COM1,163,USACE - Galveston,"Used Furniture, contents (Equipment)",0,0,0,0,0,0,0,0,20,40,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
351,COM1,1,USACE - Galveston,"Average Retail Trade, Inventory",0,0,0,0,4,31,49,65,76,85,90,92,93,94,95,95,96,97,97,97,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
352,COM1,2,USACE - Galveston,"Appliance Sales, Inventory",0,0,0,0,0,83,91,94,95,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
353,COM1,3,USACE - Galveston,"Bait Stand, Inventory",0,0,0,0,0,3,7,11,16,22,29,36,44,52,60,69,79,88,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
354,COM1,4,USACE - Galveston,"Book Store, Inventory",0,0,0,0,0,7,14,21,27,35,42,49,57,65,73,82,92,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
355,COM1,5,USACE - Galveston,"Camera Store, Inventory",0,0,0,0,0,18,33,65,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
356,COM1,6,USACE - Galveston,"Carpet and Paint Shop, Inventory",0,0,0,0,0,20,40,60,80,95,97,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
357,COM1,7,USACE - Galveston,Crafts - Inventory,0,0,0,0,0,20,30,50,70,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
358,COM1,8,USACE - Galveston,"Chain Drug Store, Inventory",0,0,0,0,0,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
359,COM1,9,USACE - Galveston,"Fabric Store, Inventory",0,0,0,0,0,15,30,50,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
360,COM1,10,USACE - Galveston,"Feed Store, Inventory",0,0,0,0,0,0,0,0,15,15,15,15,25,25,25,25,50,50,50,50,75,75,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
361,COM1,11,USACE - Galveston,"Florist, Inventory",0,0,0,0,0,50,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
362,COM1,12,USACE - Galveston,"Fruit Stand, Inventory",0,0,0,0,0,45,80,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
363,COM1,13,USACE - Galveston,"Gift Shop, Inventory",0,0,0,0,0,54,63,75,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgInvDmgFn,COM,Inv
364,COM1,137,USACE - Galveston,"Motorcycle Dealer, contents (Equipment)",0,0,0,0,0,30,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
365,COM1,138,USACE - Galveston,"Motorcycle Dealer, contents (Inventory)",0,0,0,0,0,25,45,65,85,85,85,85,85,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
366,COM1,139,USACE - Galveston,"Music Center, contents (Equipment)",0,0,0,0,0,40,52,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
367,COM1,140,USACE - Galveston,"Music Center, contents (Inventory)",0,0,0,0,0,66,72,75,80,88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
368,COM1,141,USACE - Galveston,"Plant Nursery, contents (Equipment)",0,0,0,0,0,4,4,8,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
369,COM1,142,USACE - Galveston,"Plant Nursery, contents (Inventory)",0,0,0,0,0,5,20,79,88,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
370,COM1,143,USACE - Galveston,"Paint Store, contents (Equipment)",0,0,0,0,0,0,20,25,30,35,40,45,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
371,COM1,144,USACE - Galveston,"Paint Store, contents (Inventory)",0,0,0,0,0,0,20,40,60,70,73,76,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
372,COM1,145,USACE - Galveston,"Pawn Shop, contents (Equipment)",0,0,0,0,0,0,0,0,0,40,60,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
373,COM1,146,USACE - Galveston,"Pawn Shop, contents (Inventory)",0,0,0,0,0,20,40,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
374,COM1,147,USACE - Galveston,"Remnant Shop, contents (Equipment)",0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,80,80,80,80,80,80,80,80,80,80,80,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
375,COM1,188,USACE - New Orleans,"Home Repair Store, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
376,COM1,189,USACE - New Orleans,"Liquor Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
377,COM1,190,USACE - New Orleans,"Liquor Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
378,COM1,191,USACE - New Orleans,"Shoe Store, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
379,COM1,192,USACE - New Orleans,"Shoe Store, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
380,COM1,193,USACE - New Orleans,"Wine Store, contents, salt water, long duration",0,0,0,0,0,98,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
381,COM1,194,USACE - New Orleans,"Wine Store, contents, fresh water, short duration",0,0,0,0,0,33,74,81,85,88,96,96,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flBldgContDmgFn,COM,Cont
